variant,finding_type,feature,family,d,F,n_malignant,n_benign,abs_d,rank
clahe,calcification,original_glcm_DifferenceAverage,glcm,-0.6206224280009295,135.8038442034413,544,1002,0.6206224280009295,15
clahe,calcification,original_glcm_DifferenceEntropy,glcm,-0.6793881721254139,162.73954411410918,544,1002,0.6793881721254139,7
clahe,calcification,original_glcm_DifferenceVariance,glcm,-0.5361518047106713,101.35208235070178,544,1002,0.5361518047106713,21
clahe,calcification,original_glcm_Id,glcm,0.6693773653234958,157.9789333706861,544,1002,0.6693773653234958,9
clahe,calcification,original_glcm_Idm,glcm,0.6677385814914865,157.20634552667903,544,1002,0.6677385814914865,10
clahe,calcification,original_glcm_Idmn,glcm,0.5260701336934843,97.57631766731083,544,1002,0.5260701336934843,22
clahe,calcification,original_glcm_Idn,glcm,0.6279476831328631,139.02857021964059,544,1002,0.6279476831328631,13
clahe,calcification,original_glcm_Imc1,glcm,-0.6955298736867371,170.56452449403756,544,1002,0.6955298736867371,6
clahe,calcification,original_glcm_Imc2,glcm,0.44393825931490544,69.48679508357381,544,1002,0.44393825931490544,29
clahe,calcification,original_glcm_InverseVariance,glcm,-0.2218798304941699,17.357724159879755,544,1002,0.2218798304941699,52
clahe,calcification,original_glcm_JointAverage,glcm,0.4253658650766383,63.794377313999654,544,1002,0.4253658650766383,32
clahe,calcification,original_glcm_JointEnergy,glcm,-0.012385020201138838,0.054081729328175926,544,1002,0.012385020201138838,66
clahe,calcification,original_glcm_JointEntropy,glcm,-0.42980759751175956,65.13363374592501,544,1002,0.42980759751175956,31
clahe,calcification,original_glcm_MCC,glcm,0.27828369785211354,27.30440159575384,544,1002,0.27828369785211354,47
clahe,calcification,original_glcm_MaximumProbability,glcm,0.004488382182322891,0.007102917836687964,544,1002,0.004488382182322891,67
clahe,calcification,original_glcm_SumAverage,glcm,0.4253658650766383,63.794377313999654,544,1002,0.4253658650766383,33
clahe,calcification,original_glcm_SumEntropy,glcm,0.2842844767871607,28.494656334981183,544,1002,0.2842844767871607,46
clahe,calcification,original_glcm_SumSquares,glcm,0.032507803156665495,0.3725910120626991,544,1002,0.032507803156665495,64
clahe,calcification,original_glrlm_GrayLevelNonUniformity,glrlm,0.5796676347532072,118.47186816117876,544,1002,0.5796676347532072,19
clahe,calcification,original_glrlm_GrayLevelNonUniformityNormalized,glrlm,-0.3024289212091105,32.24807329581484,544,1002,0.3024289212091105,44
clahe,calcification,original_glrlm_GrayLevelVariance,glrlm,0.05065164989919352,0.9045744659322817,544,1002,0.05065164989919352,60
clahe,calcification,original_glrlm_HighGrayLevelRunEmphasis,glrlm,0.45102443083275084,71.72280498424193,544,1002,0.45102443083275084,28
clahe,calcification,original_glrlm_LongRunEmphasis,glrlm,0.08151924867115566,2.3430279442214346,544,1002,0.08151924867115566,59
clahe,calcification,original_glrlm_LongRunHighGrayLevelEmphasis,glrlm,0.3203661882016936,36.18682494268499,544,1002,0.3203661882016936,41
clahe,calcification,original_glrlm_LongRunLowGrayLevelEmphasis,glrlm,-0.023707320721487225,0.19816277792189776,544,1002,0.023707320721487225,65
clahe,calcification,original_glrlm_LowGrayLevelRunEmphasis,glrlm,-0.24936681059721227,21.924739048444472,544,1002,0.24936681059721227,50
clahe,calcification,original_glrlm_RunEntropy,glrlm,0.7140827125604566,179.78529627971514,544,1002,0.7140827125604566,3
clahe,calcification,original_glrlm_RunLengthNonUniformity,glrlm,0.5180208016055321,94.61315630454048,544,1002,0.5180208016055321,24
clahe,calcification,original_glrlm_RunLengthNonUniformityNormalized,glrlm,-0.7385240382247977,192.30315217140242,544,1002,0.7385240382247977,2
clahe,calcification,original_glrlm_RunPercentage,glrlm,-0.6765715380203858,161.3929573210579,544,1002,0.6765715380203858,8
clahe,calcification,original_glrlm_RunVariance,glrlm,0.038445303799469616,0.5211271811442931,544,1002,0.038445303799469616,62
clahe,calcification,original_glrlm_ShortRunEmphasis,glrlm,-0.7110631809646432,178.26805015905754,544,1002,0.7110631809646432,4
clahe,calcification,original_glrlm_ShortRunHighGrayLevelEmphasis,glrlm,0.11079484595272396,4.328089646632703,544,1002,0.11079484595272396,58
clahe,calcification,original_glrlm_ShortRunLowGrayLevelEmphasis,glrlm,-0.4929228378469853,85.66728669862975,544,1002,0.4929228378469853,26
